SubAgency,Description,Location,Belts,Personal Injury,Property Damage,CommercialLicense,CommercialVehicle,Alcohol,State,Make,Model,Color,ViolationType,Charge,ContributedToAccident,Race,Gender,Driver State,DL State,ArrestType
"3rd district, Silver Spring",FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,PLUM ORCHARD AT GRACEFIELD,No,No,No,No,No,No,MD,HYUN,4S,RED,Warning,22-219(a),No,BLACK,M,MD,MD,A - Marked Patrol
"5th district, Germantown","MOTOR VEH., TRAILER, SEMI-TRAILER, POLE TRAILER W/O REQUIRED STOP LAMPS EQUIPMENT",FREDERCK RD @ PLUMPER RD,No,No,No,No,No,No,MD,MITS,4S,WHITE,Warning,22-206(a),No,HISPANIC,M,MD,MD,Q - Marked Laser
"6th district, Gaithersburg / Montgomery Village",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,EAST VILLAGE AVE @ DRY RIDGE RD,No,No,No,No,No,No,MD,VOLK,CC 4S,BLACK,Warning,21-801.1,No,WHITE,M,MD,MD,Q - Marked Laser
"1st district, Rockville",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,E. GUDE DRIVE / SOUTHLAWN LANE,No,No,No,No,No,No,MD,CHRY,PACIFICA,"BLUE, LIGHT",Warning,21-204(b),No,BLACK,F,MD,MD,A - Marked Patrol
"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 25 MPH ZONE,8000 BLK OF POSTOAK RD,No,No,No,No,No,No,MD,LEXUS,RX350,BLACK,Citation,21-801.1,No,ASIAN,F,MD,MD,E - Marked Stationary Radar
"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,WB MD 200 OFF RAMP TO SB GEORGIA AVE,No,No,No,No,No,No,MD,VW,JETTA,BLUE,Warning,21-707(a),No,WHITE,M,MD,MD,A - Marked Patrol
"5th district, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,N/B 270 AT EXIT 6,No,No,No,No,No,No,MD,HOND,VN,SILVER,Citation,21-201(a1),No,WHITE,M,MD,MD,L - Motorcycle
"2nd district, Bethesda",DRIVING WRONG WAY--ONE WAY STREET,1919 EAST WEST HWY,No,No,No,No,No,No,MD,MERCEDES,2S,WHITE,Warning,21-308(a),No,BLACK,M,MD,MD,A - Marked Patrol
"4th district, Wheaton","DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",GEORGIA AVE/HILDAROSE DRIVE,No,No,No,No,No,No,MD,CHRYS,CONCORDE,BEIGE,Citation,16-303(h),No,ASIAN,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,COLESVILLE RD AT SPRING ST,No,No,No,No,No,No,MD,CHEV,4S,SILVER,Warning,13-411(f),No,WHITE,F,MD,MD,A - Marked Patrol
Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,S/B I-495 @ DEMOCRACY BLVD,No,No,No,No,No,No,MD,SUBURAU,LEGACY,GRAY,Warning,21-801.1,No,WHITE,M,VA,VA,A - Marked Patrol
"4th district, Wheaton",POSSESSING SUSPENDED LIC.,EB RANDOLPH RD PRIOR TO RT 650 LA 1,No,No,No,No,No,No,MD,DODGE,NEON,GRAY,Citation,16-301(j),No,HISPANIC,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVING VEH. ON HWY. WHILE DISPLAYING FLASHING LIGHT,RANDOLPH RD / COLIE DR,No,No,No,No,No,No,MD,TOYOTA,AVALON,BLACK,Warning,22-227(e),No,BLACK,F,MD,MD,A - Marked Patrol
"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,NB GEORGIA AVE / TIDEWATER CT,No,No,No,No,No,No,MD,JEEP,SU,BLACK,Warning,21-801.1,No,WHITE,F,MD,MD,Q - Marked Laser
"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED,E RANDOLPH RD & BROADMOORE RD,No,No,No,No,No,No,MD,TOYT,PRIUS,SILVER,Warning,21-801(a),No,ASIAN,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,GEORGIA AVE / COLESVILLE RD,No,No,No,No,No,No,MD,CHEVROLET,TRUCK,TAN,Citation,21-902(b1),No,WHITE,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,VEIRS MILL RD / UNIVERSITY BLVD W,No,No,No,No,No,No,MD,TOYOTA,MATRIX,RED,Citation,13-409(b),No,BLACK,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,E. DIAMOND AVE./GIRARD STREET,No,No,No,No,No,No,MD,HOND,4S,SILVER,Warning,21-201(a1),No,WHITE,M,MD,MD,A - Marked Patrol
Headquarters and Special Operations,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,OLNEY LAYTONSVILLE RD @ MAPLE KNOLL,No,No,No,No,No,No,MD,FORD,DS F350,GREEN,Warning,16-112(c),No,WHITE,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,9300 BLOCK OF AVENEL ROAD,No,No,No,No,No,No,MD,DODGE,RAM,WHITE,Warning,21-201(a1),No,OTHER,M,MD,MD,A - Marked Patrol
"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 105 MPH IN A POSTED 55 MPH ZONE,270 NB AND 118,No,No,No,No,No,No,MD,NISS,370Z,WHITE,Citation,21-801.1,No,WHITE,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,ARCOLA AVE / PARKER AVE,No,No,No,No,No,No,MD,FORD,VAN,BLACK,Citation,21-707(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GEORGIA AVE @ CONNECTICUT AVE,No,No,No,No,No,No,MD,JEEP,LIBERTY,RED,Citation,13-409(b),No,BLACK,F,NC,NC,A - Marked Patrol
"2nd district, Bethesda",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,WISCONSIN AT CHEVY CHASE,No,No,No,No,No,No,MD,TOYOTA,4 DOOR,BLACK,Citation,16-101(a),No,WHITE,M,DE,DE,S - License Plate Recognition
"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,QUINCE ORCHARD ROAD @ FIRSTFIELD ROAD,No,No,No,No,No,No,MD,HOND,4S,BLACK,Citation,16-112(c),No,BLACK,F,MD,MD,A - Marked Patrol
"5th district, Germantown",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,RIDGE RD @ 270,No,No,No,No,No,No,MD,TOYOTA,PRIUS,BLACK,Warning,22-226(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,OLD GEORGETOWN RD X CEDAR LA,No,No,No,No,No,No,MD,DODGE,VAN,SILVER,Citation,13-409(b),No,ASIAN,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,PINEY BRANCH RD/FLOWER AVE,No,No,No,No,No,No,MD,MAZDA,626,WHITE,Citation,16-303(c),No,BLACK,F,MD,MD,A - Marked Patrol
"2nd district, Bethesda","DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",NB 270/370,No,No,No,No,No,No,MD,VOLVO,S60,BLUE,Citation,16-101(a),No,BLACK,M,MD,MD,A - Marked Patrol
"1st district, Rockville",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,E GUDE DR/DOVER RD,No,No,No,No,No,No,MD,KIA,SOUL,BLACK,Warning,21-405(e1),No,BLACK,M,MD,MD,A - Marked Patrol
"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,OVERLEA @ FOXDEN DR,No,No,No,No,No,No,DC,CHEVY,PU,WHITE,Warning,13-411(d),No,WHITE,M,MD,DC,A - Marked Patrol
"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE,ELLINGSON/ROSS,No,No,No,No,No,No,MD,PONT,GRANDPRIX,SILVER,Citation,16-115(f),No,WHITE,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,S/B COLIMBIA PIKE @ INDUSTRIAL PKWY,No,No,No,No,No,No,MD,VOLKS,4DR,SILVER,Citation,16-112(c),No,BLACK,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,W/B UNIVERSITY BLVD E @ PINEY BRANCH RD,No,No,No,No,No,No,DC,HONDA,CIVIC,RED,Citation,22-226(a),No,BLACK,M,MD,DC,A - Marked Patrol
"1st district, Rockville","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",ROCKVILLE PIKE/NICHOLSON LA,No,No,No,No,No,No,MD,HOND,ACCORD,SILVER,Warning,22-201.1,No,WHITE,F,MD,MD,A - Marked Patrol
"5th district, Germantown",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED,109/ COMUS,No,No,No,No,No,No,MD,ACUR,2S,GRAY,Warning,21-801(a),No,WHITE,F,MD,MD,Q - Marked Laser
"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,29 / STEWART,No,No,No,No,No,No,DC,MERCEDES BENZ,E350,BLACK,Citation,16-303(f),No,BLACK,M,VA,DC,A - Marked Patrol
"3rd district, Silver Spring",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,TECH RD @ OLD COLUMBIA PIKE,No,No,No,No,No,No,MD,FORD,FOCUS,BLACK,Warning,13-411(a),No,BLACK,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,VEIRS MILL RD/MONTERREY DR,No,No,No,No,No,No,MD,TOYOTA,SCION,"BLUE, DARK",Warning,21-801.1,No,HISPANIC,M,MD,MD,Q - Marked Laser
"1st district, Rockville",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,GRANDVIEW AVE AT REEDIE DR WHEATON,No,No,No,No,No,No,MD,TOYOTA,HIGHLANDER,GRAY,Citation,21-902(a2),No,HISPANIC,M,MD,MD,B - Unmarked Patrol
"2nd district, Bethesda",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,ROCKVILLE PIKE/ CEDAR LANE,No,No,No,No,No,No,MD,ACUR,TL,WHITE,Citation,16-112(c),No,WHITE,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVER TURNING VEHICLE WITHOUT GIVING APPROPRIATE SIGNAL AS REQUIRED,SLIGO AVE / HARTFORD AVE,No,No,No,No,No,No,MD,CHEVROLET,BLAZER,TAN,Citation,21-604(c),No,HISPANIC,M,MD,MD,A - Marked Patrol
"1st district, Rockville",DRIVING OVER DIVIDED SPACE ON DIVIDED HWY.,355 / RIDGEMONT AVE,Yes,No,No,No,No,No,MD,MERZ,4S,BLACK,Warning,21-311(2),No,OTHER,F,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,VEIRS MILL RD/CLARIDGE RD,No,No,No,No,No,No,MD,CHEVY,IMPALA,SILVER,Warning,13-401(h),No,BLACK,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,COLESVILLE  ROAD @ WAYNE  AVE,No,No,No,No,No,No,MD,TOYOTA,COROLLA,BEIGE,Citation,21-201(a1),No,WHITE,F,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED,5300 BROOKVILLE  RD,No,No,No,No,No,No,MD,CHRY,4S,SILVER,Warning,21-801(a),No,WHITE,F,MD,MD,E - Marked Stationary Radar
"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 61 MPH IN A POSTED 35 MPH ZONE,EXIT FROM SHADY GROVE METRO TO ICC,No,No,No,No,No,No,MD,AUDI,A8,BLACK,Citation,21-801.1,No,BLACK,F,MD,MD,Q - Marked Laser
"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,RT 198 / DINO,Yes,No,No,No,No,No,MD,KIA,FORTE,GRAY,Citation,21-801.1,No,WHITE,F,MD,MD,Q - Marked Laser
"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,ROCKVILLE PIKE @ CEDAR LANE,No,No,No,No,No,No,MD,BMW,540I,SILVER,Warning,13-401(h),No,HISPANIC,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,GEORGIA AVE @ UNIVERSITY BLVD,No,No,No,No,No,No,TX,TOYOTA,CAMRY,BLACK,Warning,22-204(f),No,HISPANIC,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,WAYNE AVE @ DALE DR,No,No,No,No,No,No,MD,BUICK,SUV,WHITE,Warning,21-204(d),No,HISPANIC,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,GEORGIA AVE/ HATHAWAY,No,No,No,No,No,No,MD,TOYOTA,COROLLA,BLACK,Citation,21-405(e1),No,HISPANIC,F,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,I370W @ FIELDS RD,No,No,No,No,No,No,MD,HOND,4S,BLUE,Warning,13-411(f),No,BLACK,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,GEORGIA AVE/KING ST,No,No,No,No,No,No,MD,DODGE,AVENGER,SILVER,Citation,16-112(c),No,BLACK,M,DC,XX,A - Marked Patrol
"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",UNIVERSITY BLVD E/E MELBOURNE AVE,No,No,No,No,No,No,MD,FORD,FOCUS,"BLUE, DARK",Citation,16-303(h),No,BLACK,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring","DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",NEW HAMPSHIRE AVE / OAKVIEW DR,No,No,No,Yes,No,No,DC,MAZDA,626,GREEN,Citation,16-101(a),No,BLACK,M,DC,DC,A - Marked Patrol
"5th district, Germantown","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",GREAT SENECA HWY @ MATENY RD,No,No,No,No,No,No,MD,MAZD,4H 3,GRAY,Warning,21-901.1(b),No,OTHER,F,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GEORGIA AVE AND HILLCREST AVE,No,No,No,No,No,No,MD,HOND,4S,MAROON,Warning,21-201(a1),No,WHITE,F,MD,MD,A - Marked Patrol
"5th district, Germantown",FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,FATHER HURLEY BLVD/WISTERIA RD,No,No,No,No,No,No,MD,TOYOTA,SCION TC,BLUE,Warning,22-219(a),No,WHITE,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION,GEORGIA AVE/ DENNIS AVE,No,No,No,No,No,No,MD,ACURA,2D,BLUE,Citation,16-105(b1),No,WHITE,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,PLUM ORCHARD DR/ BROADBIRCH DR,No,No,No,No,No,No,MD,FORD,EXPLORER,BLUE,Citation,13-401(h),No,BLACK,F,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,355 @ W DEER PARK LN.,No,No,No,No,No,No,MD,TOYT,RAV4,WHITE,Warning,13-411(a),No,WHITE,F,MD,MD,L - Motorcycle
"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GEORGIA AVE @ KING ST,No,No,No,No,No,No,VA,ACURA,TL,BRONZE,Warning,13-409(b),No,WHITE,M,MD,MD,A - Marked Patrol
"5th district, Germantown",DRIVER CHANGING LANES WHEN UNSAFE,118/SCENERY,No,No,No,No,No,No,MD,HYUN,SONATA,SILVER,Warning,21-309(b),No,BLACK,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,LELAND ST @ 46TH ST,No,No,No,No,No,No,MD,BMW,330 CI,"BLUE, LIGHT",Warning,21-201(a1),No,WHITE,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",IMPROPER SAFETY CHAINS- NOT CROSSED,MARIAN DR @,No,No,No,No,Yes,No,MD,GMC,TK,WHITE,Warning,11-393.70,No,WHITE,M,MD,MD,A - Marked Patrol
Headquarters and Special Operations,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,NORTH BOUND 355 AT 27,No,No,No,No,No,No,MD,DODG,DART,BLACK,Citation,13-411(f),No,WHITE,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,UNIVERSITY BLVD E / PINEY BRANCH RD,Yes,No,No,No,No,No,MD,VOLKSWAGON,PASSAT,BLUE,Warning,21-201(a1),No,BLACK,M,MD,XX,A - Marked Patrol
"3rd district, Silver Spring",DRIVE ACROSS PRIVATE PROPERTY FOR THE PURPOSE OF AVOIDING TRAFFIC CONTROL DEVICE,W/B BRIGGS CHEYNEY AT CASTLE BLVD,No,No,No,No,No,No,MD,TOYOTA,MATRIX,SILVER,Warning,21-201(a2),No,BLACK,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,NB FENTON ST / ELLSWORTH DR,No,No,No,No,No,No,MD,FORD,E350 VN,WHITE,Citation,16-303(c),No,BLACK,M,PA,PA,A - Marked Patrol
"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED,VEIRS MILL @ HAVARD,No,No,No,No,No,No,MD,HONDA,FIT,RED,Warning,21-801(a),No,HISPANIC,F,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,417 CHRISTOPHER AVE,No,No,No,No,No,No,MD,MERCEDES,C280,BLACK,Citation,13-411(f),No,WHITE,M,MD,MD,B - Unmarked Patrol
"4th district, Wheaton",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,RANDOLPH RD @ BREGMAN RD,No,No,No,No,No,No,MD,NNT,TL,GREEN,Warning,13-411(a),No,BLACK,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",UNSAFE BACKING OF MOTOR VEH.,12021 GEORGIA AVE,No,No,No,No,No,No,MD,SUBA,4S,SILVER,Citation,21-1102(a),Yes,ASIAN,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,STANFORD ST/WEST AVE,No,No,No,No,No,No,MD,VW,PASSAT,SILVER,Warning,21-201(a1),No,WHITE,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,N/B 22000 BLK NEW HAMPSHIRE AVE,No,No,No,No,No,No,NY,FORD,FOCUS,RED,Citation,21-801.1,No,BLACK,F,MD,MD,Q - Marked Laser
"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,TOWER OAKS BLVD / PRESERVE,No,No,No,No,No,No,VA,HOND,ACCORD,SILVER,Warning,13-409(b),No,HISPANIC,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,SB 270 PRIOR TO EXIT FOR 370,No,No,No,No,No,No,MD,HONDA,ACCORD 2S,SILVER,Citation,13-401(h),No,WHITE,F,MD,MD,S - License Plate Recognition
"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,I/L 495 @ CONNECTICUT AVE EXIT RAMP,Yes,No,No,No,No,No,DC,JEEP,SUV,BLACK,Warning,22-412.3(b),No,BLACK,M,DC,DC,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,LOST KNIFE RD N/B & CONTOUR RD,No,No,No,No,No,No,MD,TOYOTA,CAM,PURPLE,Warning,21-801(a),No,BLACK,M,MD,MD,A - Marked Patrol
"5th district, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RT 270 SB ABOVE RT 27,No,No,No,No,No,No,MD,HOND,TK,"GREEN, LGT",Warning,21-201(a1),No,WHITE,M,MD,MD,B - Unmarked Patrol
"5th district, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,118 @ 355,No,No,No,No,No,No,MD,HONDA,CRV,SILVER,Warning,21-201(a1),No,BLACK,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",EXCEEDING MAX. POSTED SPEED ON ELEVATED STRUCTURE,ON BRIGHTON DAM (STRUCTURE),Yes,No,No,No,No,No,MD,SUBARU,4S,GREEN,Citation,21-806(b),No,WHITE,M,MD,MD,Q - Marked Laser
"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,MIDCOUNTY HWY @ GOSHEN RD,No,No,No,No,No,No,NC,TOYOTA,SIENNA,RED,Warning,13-411(d),No,HISPANIC,F,MD,MD,A - Marked Patrol
"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 79 MPH IN A POSTED 55 MPH ZONE,I 495 O/L  /  CONNECTICUT AVE,No,No,No,No,No,No,MD,VOLKS,PASSAT  4DR,SILVER,Citation,21-801.1,No,BLACK,M,MD,MD,Q - Marked Laser
"5th district, Germantown",DRIVER CHANGING LANES WHEN UNSAFE,GERMANTOWN RD/GOLDENROD LN,No,No,No,No,No,No,MD,TOYOTA,COROLLA,GOLD,Citation,21-309(b),No,WHITE,F,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,"ARCOLA AVE @ LAMBERTON DR., WHEATON MD",No,No,No,No,No,No,VA,CHEVY,EXPRESS,WHITE,Citation,21-309(b),No,WHITE,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,ROCKVILLE PIKE @ NICHOLSON LN,No,No,No,No,No,No,DC,ACURA,3.0CL,BLUE,Warning,21-1124.2(d2),No,BLACK,F,DC,DC,A - Marked Patrol
"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ST PAUL ST/PERRY AVE,No,No,No,No,No,No,MD,HOND,CR-V,"BLUE, DARK",Warning,21-201(a1),No,WHITE,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,GEORGIA AVE @ SLIGO AVE,No,No,No,No,No,No,MD,CHEVROLET,IMPALA,WHITE,Warning,13-411(f),No,BLACK,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,OLNEY LAYTONSVILL RD @ BURTFIELD DR,No,No,No,No,No,No,MD,JEEP,TK,WHITE,Warning,22-226(a),No,OTHER,M,MD,MD,A - Marked Patrol
"4th district, Wheaton","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",NB OLD GEORGETOWN RD/ CEDAR LN,No,No,No,No,No,No,MD,JEEP,4X4,GRAY,Warning,22-201.1,No,WHITE,M,NY,NY,A - Marked Patrol
"3rd district, Silver Spring",OWNER KNOWINGLY PERMITTING MOTOR VEH. TO BE DRIVEN ON HWY. BY UNAUTHORIZED PERSON,FENTON ST/ SILVER SPRING AVE,No,No,No,No,No,No,MD,HONDA,4S,GREEN,Citation,16-305(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,GRUBB RD @ ROSS RD,No,No,No,No,No,No,MD,NISSAN,MURANO,GRAY,Citation,21-402(a),No,OTHER,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,SHADY GROVE RD @ RT 200,No,No,No,No,No,No,MD,MERZ,C300,WHITE,Warning,21-202(h1),No,BLACK,F,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",FAILURE TO SECURELY FASTEN REGISTRATION PLATE TO VEHICLE,MUDDY BRANCH / W DEER PARK,No,No,No,No,No,No,MD,CHEV,CAMERO,SILVER,Warning,13-411(c2),No,HISPANIC,M,MD,MD,A - Marked Patrol
